If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 debugger_backport.py:68(PdbClosureBackport)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:228(Token)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 profiledir.py:23(ProfileDirError)
        1    0.000    0.000    0.000    0.000 _aliases.py:195(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:17(IncrementalEncoder)
        4    0.000    0.000    0.000    0.000 _multiufuncs.py:70(_override_ufunc_default_kwargs)
        1    0.000    0.000    0.000    0.000 errors.py:73(NonRotationTransformationWarning)
        1    0.000    0.000    0.000    0.000 core.py:6497(Group)
        1    0.000    0.000    0.000    0.000 _covariance.py:629(CovViaPSD)
        1    0.000    0.000    0.000    0.000 patches.py:3760(BarAB)
        1    0.000    0.000    0.000    0.000 iterable.py:576(MergedArray)
        1    0.000    0.000    0.000    0.000 analysis.py:72(Warning)
        1    0.000    0.000    0.000    0.000 pretty.py:722(_ReFlags)
        1    0.000    0.000    0.000    0.000 pytest.py:32(infer_anonymous_param)
        1    0.000    0.000    0.000    0.000 value.py:397(UnresolvableParamName)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 backend_tools.py:629(SaveFigureBase)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:396(_broadcast_to_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:5305(_Indent)
        1    0.000    0.000    0.000    0.000 base.py:137(Template)
        1    0.000    0.000    0.000    0.000 debugger.py:1363(InterruptiblePdb)
        1    0.000    0.000    0.000    0.000 geo.py:349(MollweideTransform)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 transforms.py:2726(_ScaledRotation)
        2    0.000    0.000    0.000    0.000 rcsetup.py:202(validate_dpi)
        1    0.000    0.000    0.000    0.000 nddata_withmixins.py:15(NDDataRef)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 Image.py:3156(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 arguments.py:136(AbstractArguments)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:209(UnstructuredTokenList)
        1    0.000    0.000    0.000    0.000 exceptions.py:227(FormatError)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 _sparse.py:6(SparseABC)
        1    0.000    0.000    0.000    0.000 __init__.py:86(get_projection_names)
        1    0.000    0.000    0.000    0.000 patches.py:2540(Circle)
        1    0.000    0.000    0.000    0.000 backend_tools.py:365(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 loader.py:26(ConfigError)
        1    0.000    0.000    0.000    0.000 core.py:2680(NoMatch)
        1    0.000    0.000    0.000    0.000 cursor_shapes.py:65(ModalCursorShapeConfig)
        1    0.000    0.000    0.000    0.000 util.py:30(ClassNotFound)
        1    0.000    0.000    0.000    0.000 displayhook.py:335(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 geo.py:390(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 exceptions.py:306(W02)
        1    0.000    0.000    0.000    0.000 __init__.py:44(RuntimeBinding)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mh.py:11(MHMove)
        1    0.000    0.000    0.000    0.000 data_info.py:193(InfoAttribute)
        1    0.000    0.000    0.000    0.000 yacc.py:3024(get_start)
        1    0.000    0.000    0.000    0.000 base.py:420(ItemsViewHDF5)
        1    0.000    0.000    0.000    0.000 _manylinux.py:81(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 exceptions.py:1223(E04)
        1    0.000    0.000    0.000    0.000 utils.py:31(UncaughtAttributeError)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:53(HasGetAttr)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:23(NFAState)
        1    0.000    0.000    0.000    0.000 _make.py:288(_Attributes)
        1    0.000    0.000    0.000    0.000 _utils.py:26(Instruction)
        1    0.000    0.000    0.000    0.000 __init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 euc_kr.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 baseconfig.py:437(SizedArrayField)
        1    0.000    0.000    0.000    0.000 argparse.py:1692(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 base_value.py:389(ContextualizedNode)
        1    0.000    0.000    0.000    0.000 parser.py:78(BytesParser)
        1    0.000    0.000    0.000    0.000 stdlib.py:345(ClassMethodObject)
        2    0.000    0.000    0.000    0.000 syntax_tree.py:57(_limit_value_infers)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1178(Event)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 dbapi2.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 kz1048.py:9(Codec)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 lsr.py:231(LSRD)
        1    0.000    0.000    0.000    0.000 django.py:244(FieldWrapper)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 dates.py:1633(SecondLocator)
        1    0.000    0.000    0.000    0.000 iterable.py:263(_DictKeyMixin)
        1    0.000    0.000    0.000    0.000 case.py:282(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 tree.py:459(ErrorNode)
        1    0.000    0.000    0.000    0.000 specifiers.py:344(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 lexer.py:484(words)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:273(OGridClass)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:780(_KVArgParser)
        1    0.000    0.000    0.000    0.000 utils.py:1492(_Dummy)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 formats.py:931(TimeGalexSec)
        1    0.000    0.000    0.000    0.000 tree.py:354(TypedLeaf)
        1    0.000    0.000    0.000    0.000 errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2010(_UnitMetaClass)
        1    0.000    0.000    0.000    0.000 completer.py:552(SimpleCompletion)
        1    0.000    0.000    0.000    0.000 pydoc.py:1187(__init__)
        1    0.000    0.000    0.000    0.000 optimizers.py:193(Simplex)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 patches.py:2517(Square)
        1    0.000    0.000    0.000    0.000 core.py:4033(GoToColumn)
        1    0.000    0.000    0.000    0.000 unicode.py:135(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 Image.py:79(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 selections2.py:74(ScalarReadSelection)
        1    0.000    0.000    0.000    0.000 core.py:248(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1146(_fdat)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 traitlets.py:1296(HasDescriptors)
        1    0.000    0.000    0.000    0.000 filters.py:290(SpecialMethodName)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1615(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1147(Box)
        1    0.000    0.000    0.000    0.000 util.py:321(UnclosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 signature.py:154(SignatureWrapper)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 _optimize.py:1152(_LineSearchError)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1502(_Subsection)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:177(FuzzyWordCompleter)
        1    0.000    0.000    0.000    0.000 cp720.py:11(Codec)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 codata2018.py:21(EMCODATA2018)
        1    0.000    0.000    0.000    0.000 tree.py:316(Operator)
        1    0.000    0.000    0.000    0.000 stdlib.py:370(ClassMethodArguments)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 baseconfig.py:679(_FortranSelf)
        1    0.000    0.000    0.000    0.000 codata2018.py:15(CODATA2018)
        1    0.000    0.000    0.000    0.000 errors.py:48(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1206(DrawEvent)
        1    0.000    0.000    0.000    0.000 stdlib.py:550(MergedPartialArguments)
        1    0.000    0.000    0.000    0.000 exceptions.py:1173(E01)
        1    0.000    0.000    0.000    0.000 pep8.py:743(PEP8NormalizerConfig)
        1    0.000    0.000    0.000    0.000 hz.py:12(Codec)
        1    0.000    0.000    0.000    0.000 cp1257.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:379(_unspecified)
        1    0.000    0.000    0.000    0.000 processors.py:579(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 converters.py:1206(BooleanArray)
        1    0.000    0.000    0.000    0.000 pep8.py:109(ImplicitNode)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 treeutil.py:194(_PendingValue)
        1    0.000    0.000    0.000    0.000 exceptions.py:1159(W57)
        1    0.000    0.000    0.000    0.000 controls.py:487(_ProcessedLine)
        1    0.000    0.000    0.000    0.000 scale.py:492(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 fitting.py:2322(populate_entry_points)
        1    0.000    0.000    0.000    0.000 _hypotests.py:384(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 table_ambiguous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(UnknownConstraint)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:21(IncrementalDecoder)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:770(__init__)
        1    0.000    0.000    0.000    0.000 type_var.py:6(TypeVarClass)
        1    0.000    0.000    0.000    0.000 document.py:68(_DocumentCache)
        1    0.000    0.000    0.000    0.000 core.py:2436(__init__)
        1    0.000    0.000    0.000    0.000 fixedwidth.py:421(FixedWidthTwoLineDataSplitter)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1168(_Frame)
        2    0.000    0.000    0.000    0.000 reader.py:146(update)
        1    0.000    0.000    0.000    0.000 newvisufunc.py:32(ThetaFormatterClockwisePhi)
        1    0.000    0.000    0.000    0.000 resource.py:21(DirectoryResourceMapping)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 encoding.py:25(get_stream_enc)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 scale.py:359(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10876(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:30(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._SubclassOfValidator>:12(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:99(_SignatureDescriptor)
        1    0.000    0.000    0.000    0.000 lexer.py:937(ProfilingRegexLexer)
        1    0.000    0.000    0.000    0.000 cp1251.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 bdb.py:864(Tdb)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:16(Codec)
        1    0.000    0.000    0.000    0.000 errors.py:516(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 mac_greek.py:9(Codec)
        1    0.000    0.000    0.000    0.000 offsetbox.py:388(PackerBase)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 lazy_nodes.py:306(AsdfOrderedDictNode)
        1    0.000    0.000    0.000    0.000 meta.py:38(ColumnDict)
        1    0.000    0.000    0.000    0.000 table.py:175(TableReplaceWarning)
        1    0.000    0.000    0.000    0.000 base.py:44(SimpleLexer)
        1    0.000    0.000    0.000    0.000 cp1250.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 ImageFile.py:742(PyCodecState)
        1    0.000    0.000    0.000    0.000 fitting.py:77(NonFiniteValueError)
        1    0.000    0.000    0.000    0.000 _vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 _basic.py:2634(_range_prod)
        1    0.000    0.000    0.000    0.000 core.py:4181(WordStart)
        1    0.000    0.000    0.000    0.000 processors.py:680(TabsProcessor)
        1    0.000    0.000    0.000    0.000 traitlets.py:2666(CInt)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:452(RClass)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._InstanceOfValidator>:1(<module>)
